Date,Company,Sector,Open,High,Low,Close,Volume,Market_Cap,PE_Ratio,Dividend_Yield,Volatility,Sentiment_Score,Trend,Is_Bullish,Bullish_Group,Daily_Return
2022-10-04,Adobe,Technology,101.9925400116524,103.97195322990582,99.624540076653,101.9925400116524,143179,391778596314.29944,38.87145569861861,0.1475202757260296,0.0160274994800333,-0.5970721578929341,stable,0,6,0.043637974638656644
2022-11-11,Adobe,Technology,111.34020117652396,114.00784958062869,109.3886921086294,111.34020117652396,104748,190032318245.2209,19.704155474670372,0.7219381606683362,0.0136839501679835,0.2509561208493227,bearish,0,7,0.042227010698804156
2022-11-26,Adobe,Technology,109.45655934521784,110.66724933153527,107.73637385185415,109.45655934521784,192038,327107142926.7897,5.13359969435215,2.0438863061456605,0.0431889146528649,0.6772177750679245,bearish,0,8,0.027204140764114638
2022-12-23,Adobe,Technology,108.52503485568296,111.70276536574546,107.08231706560927,108.52503485568296,75945,446512348703.3112,18.356417895352003,1.593044813818036,0.0223011918196182,-0.2017477991100678,stable,0,9,0.04314856483078568
2023-02-28,Adobe,Technology,108.48615104191104,109.95427900071071,106.54233008942296,108.48615104191104,158940,465133998039.1744,38.18379120600048,4.2865445118042045,0.0346571270948748,-0.3772361202148313,bearish,0,10,0.03202435040067211
2023-06-22,Adobe,Technology,124.16224934723157,127.0209037640843,121.75835818909457,124.16224934723157,83591,662958657729.312,12.919768787498114,3.8683128244783287,0.0289773957448294,0.4109800493462334,bearish,0,11,0.04322122647889873
2023-06-30,Adobe,Technology,120.17941924096188,122.33015197476678,118.77922378225044,120.17941924096188,143396,599115266120.0074,17.951831713598935,4.121634459396346,0.0145416256930514,0.6895951623762921,bearish,0,12,0.02989519614159126
2023-07-12,Adobe,Technology,113.7012839086759,114.98294523843089,111.60403136796072,113.7012839086759,188186,948634771496.5824,18.261859732058504,4.06356809946531,0.0493612605711652,0.1624309549787665,bearish,0,13,0.03027591233984931
2023-10-05,Adobe,Technology,118.66973571932746,120.71386081324904,117.44807822975,118.66973571932746,87131,329052846657.196,38.21892500813042,0.3927891546186357,0.0189840976029953,0.8194873734253678,bearish,0,14,0.02780618152908876
2024-01-12,Adobe,Technology,119.77747357713024,123.17980629966142,118.19281997436036,119.77747357713024,68030,59396159494.44535,35.34267139231593,0.585058624289731,0.0454515286582287,-0.8715228482857482,bullish,1,15,0.04219364870372744
2024-06-16,Adobe,Technology,112.0016482037965,114.82561242607484,110.35067533897168,112.0016482037965,190518,525979117346.6714,24.645274003194096,1.3652030966390338,0.039761143213907,-0.6556050411527339,stable,0,16,0.04055196828979241
2024-08-12,Adobe,Technology,127.73304470320328,129.71576462266106,126.14244773918249,127.73304470320328,103028,746461050224.3567,11.163341496570814,4.317328651707316,0.0369607013953586,0.2603501697740829,bullish,1,17,0.028327632351537298
2022-03-05,Airbus,Aerospace,94.10227232985608,96.89219872306444,92.30689494787504,94.10227232985608,51016,704242189003.371,5.386106499186303,1.8108812739936413,0.0199801231873096,-0.7770246243224361,stable,0,1,0.04967455332322343
2022-04-12,Airbus,Aerospace,96.88988799345007,99.27648812555364,95.20667313552546,96.88988799345007,173684,497967429085.9107,39.36892166561508,3.160797495932287,0.0376162288764428,0.6658747846373221,bullish,1,2,0.04274716105492783
2022-06-30,Airbus,Aerospace,85.31949252835801,86.3318899673068,83.73878375583263,85.31949252835801,156081,193406428757.8448,35.8747464998721,1.6673129679800525,0.0450047217823218,-0.3874642259907705,bearish,0,3,0.030966609439124416
2022-07-15,Airbus,Aerospace,86.12593725994266,88.29338710522055,85.05912707719247,86.12593725994266,174249,441591129586.41345,5.771230610412647,4.573655574782518,0.0167624711375886,0.7967105503353307,bullish,1,4,0.038023668231310835
2023-01-30,Airbus,Aerospace,108.2144476627483,109.5484038041305,105.02303194098404,108.2144476627483,73049,563187536057.0393,16.914204517234765,1.678369165195298,0.0469643086364511,0.8679559482890384,bullish,1,5,0.04308932792655823
2023-03-04,Airbus,Aerospace,111.76892166576836,114.36574581849646,108.5706095458228,111.76892166576836,147532,722165740299.0082,28.67492268184373,1.1095023039218643,0.0265984174431872,0.3016664431229698,bearish,0,6,0.0533766577982395
2023-03-10,Airbus,Aerospace,113.88505128950982,116.8821761553132,111.36588550129107,113.88505128950982,144297,749412477462.1818,14.504906766286394,2.325276241503222,0.0310103367512633,-0.5971873815732955,bullish,1,7,0.04953303813992641
2023-04-11,Airbus,Aerospace,106.50142969138793,108.97083175362263,103.84372717483498,106.50142969138793,162856,625679355553.7339,14.959680561701417,3.042044679400089,0.041656390020279,-0.4982530565677789,stable,0,8,0.049373271918056995
2023-05-06,Airbus,Aerospace,117.2757510404249,120.37949754287062,114.29188812923448,117.2757510404249,134076,653609756218.0928,6.41955581406385,1.9331008631691708,0.0240616904019879,-0.7692743973885923,bearish,0,9,0.05326370500374127
2023-05-14,Airbus,Aerospace,116.62291131759692,118.55723131674532,114.21475047646749,116.62291131759692,88102,204374702061.9004,24.235427985275027,3.871513414722976,0.046221553517156,0.2504322500628764,stable,0,10,0.03802031543353539
2023-06-15,Airbus,Aerospace,124.12660473512658,126.72488649231946,120.6348437462637,124.12660473512658,102224,413618143473.0493,18.558740498403075,4.118836978995615,0.0339203646931499,-0.942111366513266,bearish,0,11,0.05048328125549861
2023-07-21,Airbus,Aerospace,113.10561206878656,115.13889222980724,110.7903162053628,113.10561206878656,169156,446922277866.073,25.30775315747603,2.3291287661156233,0.0471220700091539,0.7780243802219189,bullish,1,12,0.03925050648274933
2023-07-30,Airbus,Aerospace,114.46621046540189,116.31926381699232,111.6193076489505,114.46621046540189,54835,640362963870.0768,8.475577096379254,0.4011112322785704,0.0361189168763175,0.4945951151197136,bullish,1,13,0.04210701774663816
2023-12-13,Airbus,Aerospace,125.99226482867248,129.02350655107935,124.71835726211096,125.99226482867248,158464,515659995163.3979,25.196423256166877,3.9027801344360697,0.0322961985725674,0.6422848494406945,stable,0,14,0.03451897045052152
2024-01-28,Airbus,Aerospace,115.82614984653684,118.46094572454008,114.13149258449856,115.82614984653684,145462,645644547688.1912,35.869725940257254,3.7080130972589274,0.0102725879160051,0.3990685152310476,stable,0,15,0.03793390449911239
2024-02-21,Airbus,Aerospace,116.502615095785,118.36245090835637,114.75106077041532,116.502615095785,125703,89678626713.66069,19.783458276450705,2.600370305555752,0.0464727451474436,-0.9500318354363012,stable,0,16,0.0314715185523768
2024-05-28,Airbus,Aerospace,118.0495865630228,120.74659381343284,115.8855856754072,118.0495865630228,117728,171494093791.4484,24.143713797998583,0.4449485742817333,0.0100657502844979,0.1491643951037591,bearish,0,17,0.04194661579086469
2024-06-02,Airbus,Aerospace,112.22715671091116,115.4857070326632,109.19121636098548,112.22715671091116,185090,691926437513.75,10.331472498193758,2.264068571054584,0.0142162114382466,-0.0952664815868595,bullish,1,18,0.05764649283572567
2024-07-27,Airbus,Aerospace,126.98953620763132,129.04098661145264,125.4272452130303,126.98953620763132,194071,930388565952.9858,36.41861354372848,2.0542854592024824,0.0315033850277026,0.8708496488970683,bullish,1,19,0.028811454738439175
2024-08-19,Airbus,Aerospace,122.02542580767717,124.85670587019004,119.18712121567292,122.02542580767717,184869,462484989734.2848,29.440890502965047,2.1177395799594816,0.0404354391068603,0.5634579780095188,stable,0,20,0.04756876914795038
2022-05-09,Alibaba,Technology,93.6731632128445,95.22452134697316,90.89071217377662,93.6731632128445,159225,397252723679.0022,29.50881858055823,1.5599201016320925,0.0326486006301046,0.6112044375404766,bullish,1,1,0.04768154049569559
2022-05-11,Alibaba,Technology,93.74812945087452,96.0551092065405,91.89847503440102,93.74812945087452,159556,135866276143.78572,25.526768226604744,2.533363244913729,0.012475428067219,0.924204208330055,bullish,1,2,0.04523071977618229
2022-06-14,Alibaba,Technology,98.10188257009231,99.1489234200614,96.42369739107866,98.10188257009231,76736,724379225943.8655,20.011040760136353,4.909528490382696,0.0238623503926619,-0.8314712676882978,bullish,1,3,0.028263031834691664
2022-07-23,Alibaba,Technology,86.02669009278397,87.54319498523748,84.2941438826232,86.02669009278397,61111,427390239598.2095,19.139225671429188,0.94907651486078,0.0278576768718619,-0.9504702448476976,stable,0,4,0.038544209039461506
2022-08-25,Alibaba,Technology,90.06494770841505,91.14222868556276,88.07673791311596,90.06494770841505,193946,125313119739.5595,24.606379043121915,2.2454237250547338,0.0157358148004357,-0.0848493354991364,bullish,1,5,0.03480477189642028
2022-09-05,Alibaba,Technology,92.27417386340744,95.04185952974046,89.85404469887212,92.27417386340744,52869,65921423073.41113,18.90834866698608,4.681335697066096,0.0380553314223876,-0.0674934369443291,bullish,1,6,0.05773601898784048
2022-11-15,Alibaba,Technology,111.38081189375217,114.08236185040523,110.09918115593514,111.38081189375217,189788,879192408747.9036,26.482209658549465,3.925488570478538,0.0459515155894939,0.391589933881491,stable,0,7,0.036178113703031575
2023-02-09,Alibaba,Technology,109.84766661903244,112.00813309696645,107.96335942130447,109.84766661903244,59540,797001030036.1635,28.05887745490247,1.0183356888634243,0.0320188710841176,0.0723107725054721,bullish,1,8,0.03746431842564371
2023-03-22,Alibaba,Technology,111.09188052691763,112.8431389168413,108.88591546351496,111.09188052691763,88513,882650952333.7804,20.76628555802364,3.2388711647517106,0.0139437692096774,0.411230609568586,stable,0,9,0.03634284045352317
2023-03-27,Alibaba,Technology,107.2453489231812,109.78458210101796,104.56167630661032,107.2453489231812,110692,977488919928.471,21.60009471509412,2.3963004495726876,0.0371356754201205,0.5317368513250631,bullish,1,10,0.04995047878815853
2023-06-10,Alibaba,Technology,119.57185814393112,121.9749531207908,117.4267481929758,119.57185814393112,53709,405904872902.65765,33.28079204672935,2.6436220954921783,0.0350131983881693,-0.7333463673148497,bearish,0,11,0.038732273505016214
2023-08-16,Alibaba,Technology,114.61208020144048,117.47327248867072,112.32479444843248,114.61208020144048,108141,532712743837.4728,26.24070695519255,3.3806269879414512,0.0412653023221298,-0.015815979299804,bullish,1,12,0.045835632867344
2023-08-19,Alibaba,Technology,114.2681684371859,116.95131861787314,112.81710560176936,114.2681684371859,111813,144398819677.35345,38.97597537870369,2.8474224208612693,0.0358983176298218,-0.2091634595152438,bullish,1,13,0.03664526752438636
2023-11-12,Alibaba,Technology,124.60751781114296,127.41755695769342,120.96428867513374,124.60751781114296,119836,479704046214.1563,27.139043848803976,0.2761126037151423,0.0335237455042178,0.5295524842501784,bearish,0,14,0.05334854074073727
2024-02-13,Alibaba,Technology,116.79376211893184,117.9786881115562,114.15409259449318,116.79376211893184,62910,191134537956.24872,37.581058022128296,4.469926025234804,0.0132962388744779,-0.7255457067662578,bearish,0,15,0.03350379675522484
2024-03-25,Alibaba,Technology,119.36897887927816,121.9770496284386,117.33294463516587,119.36897887927816,114323,239816276865.06833,24.322427762868227,0.2272625021789798,0.0428220855702287,-0.3883729774326721,bullish,1,16,0.039580571404843515
2024-04-28,Alibaba,Technology,117.20716043397036,118.8293864203312,115.53500560664904,117.20716043397036,92929,829503072736.1425,16.558497276774187,3.747130029904043,0.0122464803961325,-0.493241202341331,stable,0,17,0.028514135576348437
2024-05-24,Alibaba,Technology,118.69121305946086,121.861981391778,116.26805184592902,118.69121305946086,123340,754499290799.5192,28.20525711496216,1.390645777433062,0.0398545153725296,-0.061880511219762,bullish,1,18,0.04811235293820607
2024-06-17,Alibaba,Technology,112.28623471657264,115.4920146929652,110.49753328691796,112.28623471657264,181994,482153211688.32745,32.192480361452894,0.8859625050559555,0.0384400384779924,-0.1380325423035937,stable,0,19,0.04519993575855281
2024-08-30,Alibaba,Technology,126.24802727734586,129.36287372442334,123.51126936598634,126.24802727734586,118244,83535045795.80942,38.60587246550609,2.8721837793610288,0.0146223350672252,-0.9629375328113334,stable,0,20,0.04737708865332469
2024-09-16,Alibaba,Technology,121.62893449038594,123.22979588598596,119.1690607794991,121.62893449038594,177738,114842678079.60284,36.31249791521721,0.6979943367990005,0.0361890139399377,-0.9311935830930836,stable,0,21,0.034075414205038665
2022-05-05,Amazon,Technology,93.21175341406222,95.83889382961904,91.58082007864864,93.21175341406222,125450,915598163614.622,12.102772865121576,3.823595707381396,0.0225482604820826,-0.787748829018009,bearish,0,1,0.04649525683777026
2022-06-03,Amazon,Technology,96.64926245039774,98.76908597883627,95.26973302912012,96.64926245039774,123530,315281960252.6015,37.29180703307264,4.39670510088264,0.0403634773022255,-0.005492226818244,stable,0,2,0.036731004049801876
2023-04-17,Amazon,Technology,108.27077287511068,109.393858210314,105.35486248676624,108.27077287511068,169180,597878386769.2982,28.63970726414812,4.646442011310297,0.0229239880666534,-0.8855266129663812,bearish,0,3,0.03833706037113475
2023-05-30,Amazon,Technology,118.48209424190117,120.48553439842377,115.93978255059328,118.48209424190117,182396,598125841690.6085,30.934343759610247,2.923340450829124,0.0266049975813888,-0.8060424749678092,stable,0,4,0.03920786935965516
2023-06-08,Amazon,Technology,118.86794290923878,121.3777322107203,117.20571616785006,118.86794290923878,54748,236556301865.25064,18.977906193814185,3.741164156659479,0.0317199253042107,-0.818881064798159,stable,0,5,0.03559567040992698
2023-08-23,Amazon,Technology,114.97125055192458,117.770154895627,113.01138163850212,114.97125055192458,162816,189160734681.83585,23.629013590214164,3.092635293590928,0.0484646322818466,-0.3806622591974149,stable,0,6,0.04210879637191878
2023-12-27,Amazon,Technology,126.63088048108754,129.91890953423712,123.739916806604,126.63088048108754,100428,809720445792.6733,35.21902683999507,2.736187602103215,0.0100371766747984,-0.8500799130599739,stable,0,7,0.0499353231123503
2024-06-22,Amazon,Technology,116.7052676258644,119.67070518586348,114.17704550359448,116.7052676258644,116656,134669932543.20924,34.65180536617536,2.3119558845627037,0.0193054655354709,-0.6331527130040879,bullish,1,8,0.048115272715618204
2022-01-21,Apple,Technology,99.34127697906295,101.27902211401388,97.71058395960613,99.34127697906295,135305,528120082414.64105,6.885037244930914,1.1244510840795623,0.0275270686666542,0.8481459776913662,stable,0,1,0.0365204874415955
2022-04-23,Apple,Technology,92.78162072309212,94.02166646490842,90.8358188067926,92.78162072309212,169176,838268856215.1176,31.830598339007516,4.017590542174672,0.0205806321595535,-0.2250670723564867,bearish,0,2,0.035072592507721025
2022-05-02,Apple,Technology,90.57720671581042,91.68412344647663,87.96074427570686,90.57720671581042,199213,69181455648.73749,31.15268557097132,3.325730971192027,0.0392462937781966,-0.030620966127385,stable,0,3,0.04233000984051591
2022-06-06,Apple,Technology,99.6615952314518,102.28402176322456,97.3059205559958,99.6615952314518,118840,790223545233.0642,14.89609913525667,3.1251459304260285,0.0377522222786964,0.6842137249670233,stable,0,4,0.05115928382142026
2022-08-02,Apple,Technology,86.06393726891878,88.08217516181384,85.16434374155818,86.06393726891878,197718,10475948194.869576,12.563165861485762,3.448894246240606,0.0341276866245867,0.0133715817080055,bullish,1,5,0.03426118598541868
2022-10-19,Apple,Technology,107.79838344196688,109.64468222563944,105.2373704121876,107.79838344196688,146752,962159850619.4578,8.256067026100952,1.416523812124653,0.0230329384308193,0.8124670388702773,bullish,1,6,0.04187972196748682
2023-01-03,Apple,Technology,111.0743985664,113.055835190647,109.27225536115272,111.0743985664,180798,469070877351.81573,39.047171301223,0.0662551675195527,0.0360760346224984,0.7010084566571941,stable,0,7,0.03462525612736079
2023-01-24,Apple,Technology,113.66879851500316,116.06522940803929,110.47481089473666,113.66879851500316,171172,321421997697.68933,30.558615148155106,0.5920751958796594,0.0380172719662601,-0.3221104493031026,bearish,0,8,0.05060355811452189
2023-02-27,Apple,Technology,108.14113230442524,109.5516703025792,104.94217060270653,108.14113230442524,132986,150431062024.8982,10.97036690449815,3.0566830110832344,0.0345591782509357,0.6454058434344128,bearish,0,9,0.043924188659328046
2023-04-20,Apple,Technology,109.31746738288534,112.10719853610524,107.15459796128782,109.31746738288534,129459,41713351986.380295,37.52993430655899,4.21162752374967,0.0257654418713051,0.0946094882293686,stable,0,10,0.04621920728596892
2023-11-16,Apple,Technology,118.49507031415234,120.8657624514912,117.15379259746024,118.49507031415234,187326,523561639857.2029,30.65679164509977,2.649406305442631,0.0344658567755997,0.6474927759016009,stable,0,11,0.031684589732278334
2024-01-27,Apple,Technology,116.3439587166984,119.1172424006396,113.52407231713173,116.3439587166984,100448,265630551789.49667,10.551845058423227,4.661613791144388,0.0259312219635621,0.4990911284421704,stable,0,12,0.04926858215483357
2024-03-12,Apple,Technology,118.946845090539,120.18275650529608,116.50020394564795,118.946845090539,181189,93836215235.01054,27.201890889892148,0.0321760574839785,0.0421297961865922,0.0827252767922639,stable,0,13,0.031609837879478644
2022-01-17,AstraZeneca,Healthcare,97.12519710325928,98.15923714460824,96.03566455346451,97.12519710325928,109735,836728248479.0405,39.243904758020854,1.1434720470018238,0.0372541205296539,0.0622189926750551,bearish,0,1,0.022112332965233992
2022-08-31,AstraZeneca,Healthcare,90.719521436376,93.13878903602424,89.27773910842915,90.719521436376,88360,884314779153.3715,14.88508145402791,3.126023847652211,0.0360894141252976,-0.7715257228172083,bearish,0,2,0.04324762215254788
2023-01-19,AstraZeneca,Healthcare,117.53673702140114,119.495103882842,115.38320500314217,117.53673702140114,59435,857502732000.4061,24.850977297178495,3.662069324063343,0.0154275327116911,0.907890424987552,bearish,0,3,0.035636892558044815
2023-02-20,AstraZeneca,Healthcare,111.31371269331304,113.29882711668098,108.3580897737814,111.31371269331304,141680,226314602301.2917,29.305765964574807,2.5614237862174254,0.014253491893929,-0.7776982404333763,bullish,1,4,0.045596386510821034
2023-04-08,AstraZeneca,Healthcare,102.95417274230854,106.04139006371967,100.5912425761298,102.95417274230854,111476,299537050450.9765,6.553572025979905,2.231934451315974,0.0300996350730772,0.1368639086610066,stable,0,5,0.05418113294967079
2023-04-12,AstraZeneca,Healthcare,106.23709252571577,107.92405548986667,103.38281499052684,106.23709252571577,118450,783639303215.6731,33.63723340618866,3.533171317337982,0.046631529578165,0.0193129016075213,stable,0,6,0.043926454312121
2023-04-15,AstraZeneca,Healthcare,107.62927993036196,109.37864893133856,105.12629625408748,107.62927993036196,64397,661159298180.9514,25.11728439925453,0.226596394804473,0.0178078865828753,-0.0251873937983848,bearish,0,7,0.04044994286656174
2023-04-24,AstraZeneca,Healthcare,110.85003705226168,112.2800751009836,108.51320144705666,110.85003705226168,104098,593685369661.8685,35.87904946331967,0.5183929036713825,0.0269062413515583,-0.3513422417260667,stable,0,8,0.034713505856379924
2023-05-26,AstraZeneca,Healthcare,118.26266983425876,121.77759598952792,116.88573147369556,118.26266983425876,104693,588470319711.9891,9.050816233754688,4.343198199117128,0.0105826861900511,0.7343547089027045,stable,0,9,0.041851682443662955
2023-07-10,AstraZeneca,Healthcare,115.21553641410902,117.87416833649792,113.09307389851908,115.21553641410902,160133,449984401378.524,16.891908950289128,0.4716371314552181,0.028062623464223,-0.7371752342894631,stable,0,10,0.042275749284779535
2023-10-28,AstraZeneca,Healthcare,117.58240212131308,119.41331992436496,114.13695626057456,117.58240212131308,144456,246823589139.20023,5.110874700324561,3.094957823492941,0.0136523521017868,0.3049519110144643,stable,0,11,0.04622835439683934
2024-02-27,AstraZeneca,Healthcare,117.51889417014272,119.45809140770332,115.739025224871,117.51889417014272,166421,423266424282.79333,24.76201678490421,0.2675723145652164,0.0192511971326382,0.1650675548814719,bearish,0,12,0.03213320809991699
2024-03-09,AstraZeneca,Healthcare,117.30326411014,118.93543991281912,113.82718924462522,117.30326411014,172177,768831204983.72,38.03938068771234,4.622612343659499,0.0448500650959461,-0.7810180548910757,bearish,0,13,0.04487724507732329
2024-07-15,AstraZeneca,Healthcare,121.78637722113876,124.54871620967772,120.24398685939973,121.78637722113876,151195,810875242058.28,17.39937176943663,3.1611907543393047,0.0206830002982532,0.7513702551722119,bullish,1,14,0.035799955263554915
2024-09-04,AstraZeneca,Healthcare,126.3160298379228,128.53638039645517,124.16929072888428,126.3160298379228,147945,976014858749.1936,32.45473003011962,0.3821993051972383,0.0492317522165833,-0.5125835761913147,stable,0,15,0.03517044868288856
2024-09-06,AstraZeneca,Healthcare,125.82468011152804,127.33979780776538,122.92575536085585,125.82468011152804,90738,11417271698.005665,24.31966057422524,3.969646929299824,0.0301483354833628,-0.033730708869001,bearish,0,16,0.03590819868425336
2022-03-13,BMW,Automotive,95.53561992983464,97.1414611218706,93.95344284579186,95.53561992983464,189643,345846952736.3943,9.364991991898666,0.9555935474800132,0.0385138398344382,0.7532276540317833,bullish,1,1,0.03393189413304763
2022-03-18,BMW,Automotive,95.82333854256336,97.41459563534848,94.83490301455564,95.82333854256336,90774,974572717933.671,9.82380147057324,3.7953446962918784,0.0442876662823835,0.7804732435915418,bullish,1,2,0.027201932398211018
2022-08-15,BMW,Automotive,86.85897290823641,88.78369713298389,85.46101966253364,86.85897290823641,57400,467843455771.1149,35.52474950078668,1.8662990723137949,0.0137308578711267,0.704424782403348,bearish,0,3,0.03887945034555814
2022-09-01,BMW,Automotive,90.75822180928992,92.29753019379672,88.96704611758018,90.75822180928992,183272,601197647995.7559,18.675492796476465,1.8677740052384095,0.0200432041466067,-0.489293299542197,bullish,1,4,0.03743503040232355
2022-09-04,BMW,Automotive,93.19221001744138,95.10788281108633,91.76641244196436,93.19221001744138,127505,743609470070.7305,20.809388673108895,1.92806756432824,0.0148802965430755,0.9623631175876844,bullish,1,5,0.03641278197766752
2022-09-11,BMW,Automotive,95.21307372709704,97.40450295473632,93.8851925212426,95.21307372709704,73328,47898411790.66519,17.483484094961767,3.697041149156559,0.0150554568962266,0.0950357681199889,stable,0,6,0.03748525554439727
2022-12-26,BMW,Automotive,108.82174263908352,110.03129543461374,105.82043847110272,108.82174263908352,58308,384228648145.2162,33.08240152057425,4.144356381264793,0.0193016532648341,0.909107684835,bearish,0,7,0.03979247321547354
2023-01-09,BMW,Automotive,115.45054776519564,116.92077678572733,112.1771764078132,115.45054776519564,184415,299076056559.0026,24.571468239026427,2.4468822448533514,0.0218266015708647,-0.0215454905001615,bullish,1,8,0.04228668014132441
2023-03-11,BMW,Automotive,113.97553527942914,116.94474508019684,111.50543963060804,113.97553527942914,75351,146776151961.11032,21.55139964838167,4.37085341078513,0.0144483498935287,-0.9809132938655468,bullish,1,9,0.04878062870841075
2023-03-30,BMW,Automotive,104.641486767056,105.85362530634396,101.52461867888384,104.641486767056,68888,821619287281.8566,34.89475991776765,4.2396394188167426,0.016883441298105,-0.9611038992638375,bullish,1,10,0.04263996933741264
2023-09-12,BMW,Automotive,122.4908725475958,125.69132097215883,120.87895199470758,122.4908725475958,100612,667304545473.9164,30.710227309249465,2.7734385489004314,0.0347444115637575,-0.1112087630978388,stable,0,11,0.03981147170817593
2024-01-22,BMW,Automotive,119.60458726153762,122.77214730784112,118.35669394004462,119.60458726153762,96271,818888350062.1135,24.715112583383515,3.6811990506691656,0.024678456280288,-0.3235380653654303,stable,0,12,0.03730632565685906
